left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
afl,0.300847756677489,0.23563266965234586,0.3423907779345452,0.1549833553865545,0.3637850481595354,0.17794575613166796,0.2763581531538999,0.38788628279850546,0.46737459386864555,0.3652699911388799,0.3685442981467204,0.20467032555592457,0.3510443438350761,0.4415526632312363,0.3092872409925833,0.28609918342716956,0.22729973014471794,0.4393516860927251,0.3064088782177675,0.4296133862954292
agb,0.23055867155042253,0.4585325254622856,0.31438673752513924,0.20950874136443076,0.2702208471461951,0.2119385227648296,0.3305048887697488,0.2582516384165956,0.43845596420355537,0.2192070192061335,0.3040880169129523,0.26177600251094013,0.2096411989605006,0.39450596298444274,0.2084479143842124,0.363746800789984,0.30034334376050476,0.3947097088273893,0.3903031351500148,0.20054845436931223
agl,0.22567770297179668,0.23934677828804052,0.24395050738973723,0.2634327548821136,0.3056770769423607,0.25226663583258757,0.2853568603554233,0.17561689229383015,0.20743733568642786,0.2817730000100577,0.20068401474023168,0.19627604153787315,0.18235860195899734,0.19257734743703558,0.24095420449368954,0.21893753084375533,0.23890113488514708,0.20701227461232086,0.24628006869687047,0.22229542230786037
ahg,0.19982469748181897,0.3942487967426025,0.20237602524074116,0.38806856671829326,0.18271560687122645,0.22870460713261942,0.22821214743055873,0.3830827011306124,0.1794383637171172,0.25854583093889394,0.3337857814184396,0.2255095682310715,0.2044752090414258,0.3400066799553023,0.18971581995924103,0.3727262003962545,0.3465097844430166,0.3525568047215506,0.21230488629119404,0.28281877141316936
ahr,0.2143366799038271,0.24105289651977146,0.28928400667510856,0.17529502512748418,0.4195911610624208,0.3316010377454641,0.21033296758705522,0.20025482824884655,0.24931238221487517,0.226975780537227,0.20653285330914117,0.23751070008053776,0.44134404749794076,0.3790692832501581,0.19564695854331682,0.4281204343534307,0.18473085630114516,0.21216578664871832,0.2587586285300085,0.17536849473637384
aik,0.222358835377505,0.29766224465209024,0.18879920145827522,0.31422576211641706,0.36681972618502245,0.2693683159612772,0.36272585382807443,0.2012924786563065,0.22807004896404603,0.2595676747742054,0.22562996970624383,0.2581335600837429,0.2699375933838791,0.24378299153422123,0.2718576125142398,0.285140257759086,0.2675095888147152,0.2811107766780456,0.29715367423046635,0.20831186013744096
aiv,0.19476820153809482,0.239736574056709,0.21558186591217798,0.2339361952847263,0.1902279993713547,0.18185914912717382,0.16159706092995352,0.24252129186684346,0.27012237015065765,0.19373254877010693,0.23835881472397968,0.2264071756243562,0.24325161211603397,0.1794540433530739,0.20371117954511986,0.18867849701080996,0.19897568392150855,0.215982826165249,0.20658700337181024,0.18652703704357354
ajf,0.3036174644450296,0.393875536336628,0.45281771960795525,0.33073571478361774,0.28563959970474784,0.1716746436934372,0.37244953367049893,0.2712771948700482,0.23025839783568625,0.3184330768543321,0.3236727554702985,0.29583916792873954,0.21225480700891608,0.27077041005007585,0.18605210724016563,0.19800668861449466,0.34658947664407536,0.3947230005241944,0.1935829688408438,0.2035443514258085
ajk,0.33132985065586174,0.4376719193417091,0.23047424588083,0.2726235968449524,0.27827614323648575,0.44431029258394017,0.3851869421187375,0.24608553413971512,0.23125059505531786,0.19854559351237855,0.31327610728450517,0.19308793981329508,0.2126655942418626,0.27212308416177766,0.2870214918349747,0.2346052111812541,0.2261141153923002,0.48039915946514933,0.2607290916270053,0.34356070170809994
aka,0.24527935463758443,0.2673597923607701,0.2216328246144208,0.20519294699883006,0.342733409229079,0.2949232540971706,0.3075868188264407,0.32950283818119797,0.26298392233378776,0.33203213182611035,0.3085196146299317,0.23165010864428637,0.2156981780237177,0.2613474088812099,0.24332513292539737,0.2171918532428958,0.2744584020736758,0.21881369627701863,0.2681127589984027,0.289418539106581
akg,0.16379724657664274,0.4126019291005203,0.1801282103830204,0.4512610414452827,0.3883643741477618,0.33503976132127533,0.1556552729070967,0.403541989015727,0.15891240965273257,0.15697288270728682,0.33720074840285763,0.3062269035871371,0.5851423670935195,0.2934646052548864,0.2883962158940905,0.5172443941211433,0.3078190923528933,0.282515672668737,0.46055258212477634,0.18647991680360732
alc,0.20064273497560137,0.34950542281260066,0.1882593050752036,0.268292870448971,0.3226601087745631,0.1896523549681035,0.21123208559269646,0.33375680649007333,0.23785983525344778,0.20687968213635854,0.3299032123950105,0.41273433569036033,0.34793390520663814,0.39913622506490243,0.3677651747197599,0.2025022742216568,0.3187506358826775,0.21424779946070682,0.27925043430828134,0.3847575166762325
ali,0.22881089473055882,0.3782588910957456,0.464584558611313,0.31793123527853273,0.19587775327230872,0.2248584391490127,0.38417193450560927,0.3192415432183804,0.37241021667558394,0.21721964464154508,0.3229368519225446,0.22296015896525723,0.20139230985446066,0.2868999400880883,0.3436482702222726,0.3663108882697077,0.34122623191596657,0.36235621365490767,0.3635117415240895,0.262359513871245
alt,0.2051541875759726,0.23702123966300337,0.21903291943480374,0.38968728343786907,0.4618843852226774,0.28279482618579643,0.14504912469303255,0.3454968219838759,0.26749532867518,0.3703477118932321,0.19547768895816886,0.4635358666444057,0.429285349210892,0.14967065739378893,0.303297302174822,0.325548402282934,0.19224096256303436,0.4018111253612484,0.36447208397829556,0.4448930238826245
alx,0.24389186036017474,0.24589820301761833,0.2381255020633486,0.29441984312908076,0.22199049129654314,0.20162385871133348,0.20204746336338597,0.31897106326580416,0.41249525960269784,0.1950740645592074,0.42941672883260407,0.17140501516620454,0.3316609453250696,0.48879224987214787,0.3331814028455933,0.2466723517791053,0.17773368296873748,0.4216810034107956,0.3269165790859926,0.3300360809160843
aly,0.22821438674657624,0.24413073325047308,0.3144097037654263,0.20573959555094068,0.22818017384716682,0.21030230674831718,0.23323069879070868,0.16923610964723412,0.24015499963853082,0.24143690998134382,0.23494923951546953,0.23384725714250365,0.16932446827562353,0.2648057974081468,0.2794595971743715,0.24182004334827767,0.21845824410309644,0.18950188045638605,0.21668343683684255,0.1927453518125215
ama,0.265508459657085,0.28140558618788913,0.23287680343442985,0.37100917917336595,0.25289265441095177,0.22029264374835045,0.23593820274625554,0.24818955850197855,0.24484092738230867,0.24897543195626093,0.24143487561281607,0.18895042931453476,0.14254306931071137,0.1838187524036211,0.16614084409968066,0.26625066908016914,0.251153906724211,0.25491529620272935,0.2791789351385734,0.21468499207352165
amb,0.2514196976208529,0.18335548894546616,0.2282779631009808,0.2528406720042873,0.3263353598013218,0.4384726442884601,0.307311011159751,0.27506145475082744,0.19267390351097935,0.30111107981468255,0.30002771777356374,0.2814416853711792,0.25455173139325504,0.2629918455679703,0.20327334692215004,0.24345201545575945,0.32245484422701143,0.32725795638741084,0.2284828311996494,0.2847210487411842
amd,0.29903059564518375,0.28869690844000906,0.26309430592783056,0.2885341248305492,0.21437308128257815,0.17213704180387068,0.1631783768658206,0.24259382245219996,0.24952774667576683,0.17448099951131346,0.24197464480946318,0.24999272951394458,0.21824853112453413,0.3989674241677168,0.1728046849799868,0.16637226853345222,0.22076751658110083,0.1770059067840284,0.2062756712649474,0.23768415531104836
amg,0.19656901539224725,0.29368190077396905,0.23044870155228514,0.26737144702003524,0.15390774120780448,0.3677393162248863,0.2829613286231356,0.34615861018838356,0.28961970489694644,0.18126598031110608,0.30766583876269116,0.21554563826724205,0.2948010224946276,0.3077563009372384,0.3324563153056015,0.3789606872060296,0.21159447623396077,0.20103273320892645,0.2762281426562214,0.24192534151550893
amh,0.22012749208603688,0.2712996888004081,0.24190026219378868,0.2255369712531562,0.22513518057109838,0.22582858650395732,0.23293411357387628,0.18156339260278975,0.2668500452243012,0.24317819337807278,0.1965611643763332,0.21430801649361886,0.1970446147177901,0.2145647010302456,0.2775718222972401,0.22850055184683082,0.2720381884387886,0.1767456262938818,0.28365014403880917,0.20302764796931538
amn,0.2323423540762395,0.23161315135556326,0.22950793532739733,0.19811916465950652,0.21303607163243632,0.2073421682850778,0.25771157669838185,0.21328871676491334,0.2741660807304658,0.22677432131493191,0.2672378615471056,0.2842423755538479,0.25541570763299837,0.29113811850579374,0.1782741311916316,0.31990959116738493,0.22337341680690537,0.22989184388515316,0.26860397049859075,0.2563286180404363
amq,0.22566083691977767,0.21657150593429897,0.2589588342462912,0.20790172596299317,0.22568288908877832,0.2501375376022319,0.20458342751459047,0.20781814960996925,0.2640811481856058,0.2483161362222981,0.1572168550381814,0.2645201324979817,0.24668586211871968,0.19377470971143418,0.27370364347623644,0.22871628915584108,0.2415182839118346,0.2574287575154678,0.26218922894791974,0.2314672583131251
aop,0.2247477690790174,0.19927677892810203,0.20830548059618292,0.2517278215661647,0.18349526717140385,0.4760079391387,0.3258351261895136,0.22076845407044599,0.211796653548594,0.3234591604162158,0.4166547573055974,0.3039023217329688,0.20490772958100556,0.23255152230399745,0.22608572712023722,0.20724817021329622,0.38400879167283164,0.34211210629198985,0.3362229698307455,0.31532133785130956
aoq,0.3754450478839706,0.2545893786665153,0.18058500928039212,0.24930999195670733,0.2720358273084713,0.3729482936560249,0.20170122527428813,0.20593246890676198,0.18616784384353846,0.3692284098172365,0.2614268130646973,0.4602311593753966,0.30756060768326154,0.18642337639626305,0.23701871847095723,0.29864951533219086,0.26959227643798267,0.44686356204799804,0.21154270616689852,0.18305968696745767
aoy,0.19249808032942273,0.38759385091130805,0.36373860928412927,0.46645389511811497,0.30205757413972,0.4836775560461888,0.15357363436717708,0.39023495560183563,0.34423896372775453,0.18835382515080623,0.4402070753633758,0.379407135555043,0.23159430614557575,0.4282692717530816,0.3962122576044238,0.4121264807134133,0.3482650856014573,0.20020983564911465,0.3433824297722794,0.2842247417420628
app,0.25521975787547335,0.24442924021518397,0.3026051522766393,0.3774879376126353,0.2466066277098654,0.5211933625572618,0.22678499329251456,0.2480638904602298,0.301045993394796,0.25809821228940155,0.2858954904585813,0.3291070583113449,0.39497190059142684,0.294311278942462,0.23047879233325852,0.2999871486663763,0.3699853390861705,0.25526621029325414,0.21910321853314374,0.24246384457756887
apx,0.2824563226572381,0.22873481588946787,0.2030095974461419,0.17897495306457367,0.18611285447506543,0.23379537552565122,0.285198960972067,0.21186225248195656,0.25080729007363456,0.2920400197810642,0.27402370756755423,0.22748877723531336,0.19011406839687872,0.14030926736164273,0.40313415973847255,0.3233932338128993,0.2716367496743328,0.1747528514760781,0.3408489769718268,0.34630144227116655
aqd,0.2195713629994016,0.15956987071394313,0.23441991311192067,0.25004274505830937,0.20446895260064302,0.32551276383660155,0.1987113253193249,0.37207659473307886,0.2100764541948834,0.2736049215298437,0.42490200303646564,0.22303370493019048,0.2359795599367357,0.2477809565453406,0.26540093882944604,0.28870610612078784,0.17426152385231286,0.1954976968512001,0.2830494431027102,0.30308499027749325
aqt,0.24270449866996313,0.23355482804047034,0.29361517230583145,0.22105890794107452,0.32576499604398745,0.2546999696751925,0.22743593640696458,0.2522235792830677,0.3063700996109149,0.23630887726428673,0.25420741083363585,0.24410922123263545,0.2691185689887603,0.2643845146362839,0.23412467269712578,0.2823000084552274,0.22301525064615046,0.24913307746330227,0.2100122027336947,0.31264068356739094
ara,0.25637856135876025,0.2114162305083801,0.25078097051857473,0.2611214103119166,0.21682925722741153,0.21762891276492558,0.19725002298341487,0.25006499702647544,0.21089398141343718,0.2291750634672517,0.25234917694468684,0.21693143297956607,0.26092767407400475,0.2512066722162898,0.25073217563251826,0.2695314113625116,0.21250982736305846,0.23794103017648838,0.27753835631042056,0.22724096760011414
arq,0.23114374122448278,0.24193179246590868,0.20093466937397397,0.23752166844272293,0.27287093281659114,0.24115626341204366,0.2660357769801417,0.2375206319268277,0.2188308733643778,0.23665522468047007,0.27654718938199063,0.22590217651357802,0.27811171167006654,0.23099949984916135,0.2581505842180998,0.35242089106753194,0.1982353926877516,0.21382692903239853,0.2816712243482906,0.2241295118672617
aru,0.20813357006470368,0.4040221389373896,0.3507650757717229,0.18431178626874345,0.23028142068539048,0.2091394316889036,0.28522501732024463,0.3232741432898312,0.2675687999528318,0.36702572156558,0.24252067337009064,0.4329129933358251,0.4286692936314376,0.3532100602860331,0.4399293154227859,0.3905063367070456,0.1923776852855139,0.3300816880542927,0.20334733307632047,0.23902223001732892
asf,0.25459220196481536,0.17898344689302892,0.2366288993320138,0.20758862133519984,0.20480776540717383,0.1790393894745741,0.20296759540791742,0.1808656682337877,0.17885570011486007,0.22008604535756215,0.21765875614627905,0.19420693830404756,0.20370112369948068,0.175045904565315,0.2238053883942912,0.20150031882770425,0.2436880449233999,0.19817329377418713,0.24264560468760454,0.20963447515827016
ass,0.2903487052072985,0.14979922041686455,0.20455979614869557,0.21942867668645816,0.1873315872643676,0.5240652851727022,0.3087667940948676,0.3224128996360498,0.20858614072865678,0.40506311021744923,0.2556942566630711,0.24349787902525422,0.37704923413562064,0.45824437650732097,0.4062779341643289,0.3878168049111024,0.24841317296645749,0.21136674054967508,0.3492775459728925,0.41495701851245115
ate,0.20602616492320114,0.2611160266873782,0.2814551969508152,0.2486081895981831,0.26583215290895945,0.21843952552935342,0.2642624370732136,0.20675714303448622,0.196250897843131,0.2673001943079125,0.25275051519162073,0.25008937439855194,0.23678361016471283,0.3111784890676018,0.2273630776367599,0.31913045530096906,0.26538263447103394,0.2954242359367857,0.20214289372817096,0.17574328755245516
atf,0.22389191600921565,0.22638481743114025,0.26413316614310123,0.33200921483765367,0.23853959941648983,0.3128159893428166,0.21893491781050678,0.24812872108871908,0.24092877320586348,0.22594848284671176,0.21804227001623788,0.15352022490618555,0.2099080114482359,0.2922905532248059,0.23851528027868407,0.18790105094215181,0.27214510429369065,0.2535985781968281,0.4949840844138801,0.2892648132542899
atj,0.4507753984531513,0.29573462997359945,0.2830872597649411,0.38365491362386284,0.25572961087466517,0.24791724852307018,0.32336195801599343,0.2275030270194336,0.27116058179256486,0.36197679606860433,0.3513968248105407,0.19796524645333624,0.4160958418368299,0.3012567409634981,0.3475970931162633,0.34966478713847104,0.37295901499985507,0.18899103835929543,0.38155985363324185,0.332846348019635
atv,0.14548165173519567,0.2852890582700134,0.2614457805736846,0.20125372053603052,0.2147036172654807,0.17756416058249458,0.19683144043597045,0.22001093201305433,0.24864089326624206,0.2509474208806264,0.39884614580194144,0.22392938337613022,0.17774489632931378,0.38464747056500836,0.17112656967952344,0.1917849266317928,0.1798381524359699,0.3166213775223369,0.2105650354856995,0.19693205105813694
auc,0.6401581225010718,0.1596181160856488,0.18850132803837072,0.22167123676476974,0.22053013631965157,0.4652137195156254,0.3455478428041884,0.15780624418166211,0.1773337365976072,0.48723328152833423,0.4903208348327891,0.34696463007327805,0.28773285551517025,0.16696036835731676,0.21042054775093488,0.21957784928677182,0.4557033671678419,0.38574207752878964,0.19653348254983327,0.3843468356343689
aul,0.3807022951228469,0.31084737897409465,0.344936211432489,0.1781862140279049,0.3051224547762905,0.3101128038893488,0.2483900821159566,0.28300027144518114,0.2547016380770619,0.29436534810116877,0.229631914123824,0.2545805649844537,0.2334195354269979,0.35932230999698866,0.25684351445207454,0.34204774086036793,0.2750985799936486,0.32782564134385694,0.2960791482803542,0.3607132167954775
avp,0.2660204481910755,0.20285997475616357,0.2606575103976809,0.22358430778808747,0.21541730997521613,0.2821957146896279,0.3089545716622899,0.2047865918786298,0.2866924291698576,0.30863327254406314,0.17782976097020087,0.3317245396842078,0.2551219280779906,0.3472343682745265,0.3176862877871638,0.22812803476345256,0.2668117904719217,0.24149653566612983,0.2958710803903797,0.28700531983596544
awk,0.37258156093436345,0.19052668312254084,0.37951881053595415,0.36207150385674114,0.2726082040091762,0.23450570647809177,0.3619405607312778,0.19649249886261821,0.44037413950748117,0.2977412771397028,0.21089574981473602,0.33005548847414246,0.29147846197809635,0.39542050525447525,0.20605144544942555,0.44783816729312986,0.38663527249679264,0.3040503345087866,0.3685273534418043,0.20456249501759072
awp,0.2323333417040616,0.24128005026088473,0.18302973514350462,0.19766244262292199,0.22052058297595134,0.3064404191805643,0.23436768392704754,0.25494682447433803,0.2996147777328637,0.19182922823661475,0.2141203209601492,0.2102604177571995,0.24693857281859777,0.22517120869131957,0.2074683841548265,0.20241020097089368,0.2404542788858871,0.18873760404747164,0.19516007990315365,0.24903344421482565
awu,0.21252601772132296,0.3276664682575441,0.19156540380389353,0.29499193506503674,0.24292591748470238,0.2165528159161748,0.20657540733454727,0.2946085849458808,0.20821917059151807,0.17822520620486282,0.26197914618800044,0.23591674794468198,0.26542273113548465,0.34551018992153526,0.23873558155797125,0.23657156082623265,0.2071408626004715,0.21947414220481898,0.2018840902077882,0.3634342029420419
axn,0.3108183782711339,0.36107435305690627,0.3931481995524233,0.24055983336943532,0.22180515195966888,0.20505724236614287,0.388178251952658,0.3730024289357252,0.36467240277322344,0.3838155275130124,0.2359030545679479,0.4151290270966632,0.23822598159045616,0.4078011954710883,0.36874427917921104,0.249536386411209,0.4456015949308293,0.30532458421638975,0.3550059624937647,0.4006594532842166
axo,0.20392074810612093,0.2164787759906186,0.19774419018240275,0.17281067655697657,0.21412743217523056,0.1673089142743912,0.2527017920609811,0.22457455070004007,0.22274729485951772,0.19479636149093782,0.24830828461700272,0.24677469898037563,0.2535105452245596,0.176912892769714,0.18150511811907433,0.25746728130884167,0.2441721992228767,0.19901807620566392,0.4644021797884269,0.18558867686186975
axp,0.2281067712463959,0.20696060524943882,0.18604203500866856,0.19798406003068714,0.2179756335897588,0.30605326035367764,0.22784562178323764,0.210245455035738,0.1910763007718531,0.2312797312436914,0.19641945659692506,0.28430257524260605,0.2228510598434651,0.2108721652839325,0.1930449949564872,0.278635825761156,0.16961135802144345,0.18483650636682236,0.227632900448539,0.2244427553475694
ayc,0.31141826861402566,0.3023560492831817,0.30334440931852336,0.30151025322556246,0.29985491788422913,0.2713419123283207,0.23306409435721231,0.3154988911297163,0.2588741333485751,0.25383532677686416,0.3813274622946188,0.3453484244878524,0.2298049573053349,0.37321412271842946,0.36934096535229766,0.3288777593554921,0.30113012940906314,0.2440335458259555,0.20831804572265988,0.24029007576395833
ayg,0.38817211370103777,0.18772377183940547,0.2120103988042361,0.4477253366795869,0.34841191461431475,0.21900457684857633,0.26448921197965913,0.4431862126653521,0.21609242082610414,0.22441205216249338,0.21014901429281996,0.3523363004148027,0.2635616563922062,0.2960601140702164,0.3223552618968515,0.17817722249880752,0.32409491990594086,0.34355807695704355,0.37899273290918023,0.35146212769680574
azb,0.3019195240255269,0.2859760479334984,0.2664705268460319,0.3630368190347453,0.3513719704335364,0.3463224775276381,0.25887259215778813,0.2843671122643875,0.25198087940339,0.19922857105889458,0.2743690211909712,0.262565847673464,0.19168869402352695,0.2748060483322514,0.27699629169825746,0.30397117771140514,0.22366738364088268,0.3270348903999275,0.21509832603437706,0.2836796742498058
azo,0.2733153414092381,0.35950115908445746,0.27084715386396785,0.21296353097674459,0.19144622987937487,0.5801037517166986,0.389536611109235,0.5043385198180698,0.3006847098063026,0.18970387414925982,0.3072412838854781,0.20572763238560843,0.5077420875655174,0.28954316194937024,0.2289432180880726,0.27901483822527984,0.3964696870129808,0.30518241245341815,0.2239286411728324,0.44794100113876456
ban,0.324325648286083,0.3507069749243633,0.31606260881358794,0.358904365019999,0.2514592639491833,0.19527829975564193,0.22516084016508908,0.3772273745424213,0.22855907914255558,0.2938753269357859,0.23785624000610595,0.34634595268346136,0.3707805124408714,0.3686172532280725,0.3352934780020209,0.2769937889427918,0.19904138094567714,0.2545727283449497,0.3483189113359,0.2027302193717493
bao,0.2284371874284974,0.22058263427764202,0.25108293499307566,0.24894373267856518,0.2891622813550456,0.2140160279122547,0.2025986624756222,0.24636908524802237,0.22171375543459493,0.2537015416109569,0.20479747316245334,0.2622054359156706,0.23111177684917417,0.23247192706757058,0.22492046451871173,0.2461434602162651,0.24851824681616386,0.26928621056089586,0.2595049337842604,0.2651782584082307
bar,0.21682491324276842,0.21637329873637245,0.19553232264834608,0.17004705935686149,0.21110945602145725,0.3054217030066335,0.32245261503522715,0.19659653420956458,0.19355811668531375,0.1833945904788714,0.178065626663247,0.21656841302382734,0.2074844926460172,0.15968240792681043,0.16799980433944617,0.20957420438651475,0.2506380853395196,0.2416774310489821,0.18342298826867842,0.23839692815088798
bas,0.25006379060320594,0.3206222024354126,0.27636173106101947,0.28659409897952237,0.2132690910050905,0.2991017037231193,0.19510259825750786,0.2841734959522696,0.3168487814844603,0.1974774921892004,0.24413059347015098,0.3257917756554438,0.2648549036749046,0.2786034552626526,0.29518419889333325,0.20980166007697454,0.2620289298304346,0.21491296118738867,0.19029848190664145,0.19756056573278535
bbn,0.2681212701805942,0.24797574624753604,0.35381942303533,0.2237734564613436,0.43241813205364354,0.34201386639367115,0.4285329427706036,0.2286717085894504,0.2961402442889469,0.20828945417583233,0.18895466932545824,0.11817363171259754,0.19020398893397972,0.2447410939921204,0.2379372162637381,0.2635561814307965,0.4462749859148808,0.41982393485946445,0.44506853931460943,0.21633085341512226
bbt,0.19391692363490498,0.21264076725933523,0.19400410137639423,0.22200066156138576,0.262582875794926,0.21212972071792913,0.2298342009902311,0.20438915397856405,0.24842497672105024,0.20948524349465414,0.518311278169473,0.20442508922908542,0.2590492622668491,0.309254749216627,0.2801999335395421,0.2045925634109964,0.18858523228293433,0.26084422663116935,0.2381356191153563,0.23773224189506859
bcf,0.1823186773801787,0.1976709541965742,0.22826111163806972,0.23544534817126872,0.22699508716087735,0.2293988305222847,0.4262151719258336,0.3077322461763111,0.232314664215731,0.20839513555859646,0.6185454738159109,0.18829606072411442,0.34118498093872573,0.2832492481940577,0.21870544465157082,0.4102432917784411,0.23079515387956706,0.3679055184590422,0.39722192005837065,0.1867625575978542
bcg,0.26480818971897224,0.27067912524149507,0.3125274756602545,0.3234201531447062,0.24195493376723365,0.27262294720844715,0.28101206255613875,0.3117864953878817,0.28835779452472077,0.2867342496555485,0.323953510547633,0.21555009719038654,0.2541160923300765,0.22781708277124713,0.3770927081484864,0.17722862495212255,0.2076979637962182,0.2257720519405888,0.26115375314024525,0.26030692011462286
bci,0.3446590401975207,0.3438422111006427,0.3581635189029382,0.2567292310708169,0.3036003073937603,0.19949192012505246,0.24310278182032918,0.2527464550614962,0.1923499773459556,0.3257466003859716,0.2994802150553082,0.24587237792339411,0.19309560599615727,0.34287481301228695,0.2710706185241468,0.33977993501699655,0.20728497902276755,0.30618688544622685,0.32138790681300544,0.2112044634125202
bcj,0.23596768861970385,0.24297079390017395,0.2124704664274757,0.2612018863065937,0.20163587026180096,0.2492956315251318,0.28163302028386006,0.198473007183798,0.2317375907659237,0.31138663038437375,0.23591347152173614,0.26725984792772806,0.26651327361985855,0.2215905734336071,0.18889173079281485,0.18734242023342218,0.26389309066287936,0.24777073812760553,0.2001189617180128,0.19081798267159733
bcn,0.3340295132962212,0.17173721808211184,0.20454643686090668,0.5438206207051178,0.3602844634159781,0.20157389561867356,0.47692052751366987,0.33311704530195163,0.3868087043479892,0.3723860500823226,0.194270561751261,0.4283709469108601,0.42731945488640544,0.3806644320022009,0.48944991022745565,0.3264103365236338,0.32345642804298524,0.23438887151625576,0.21871056518089038,0.3836557283224853
bcw,0.19350473157608983,0.2494237133528514,0.1848465281406746,0.26206545811088067,0.24700123246245398,0.28719797068651476,0.3313072417156362,0.31889342230289075,0.2727081856595083,0.2582246339540488,0.23931257830561148,0.22123724806577516,0.2870603607411635,0.2779696586924325,0.23621331532054057,0.17848641360617779,0.23011745841421627,0.32519085929003777,0.32150771699061353,0.33727499279239614
